nome;morada;postal;localidade;lat;lng;codigo
Escola Básica do Falcão, Porto;R. do Falcão, 708  ;4300 - 178 porto;Porto- Campanhã;41.158936;-8.574803;1312588
Escola Básica do Fujacal, Braga;Rua do Fujacal - S.José de S. Lázaro  ;4705 - 097 braga;Fujacal;41.543617;-8.424877;303635
Escola Básica do Gerês, Terras de Bouro;Gerês  ;4845 - 074 gerês;Gerês;41.723415;-8.162868;310009
Escola Básica do Lagarteiro, Porto;R. Lagarteiro, 454  ;4300 - 283 porto;Campanhã;41.152996;-8.569065;1312264
Escola Básica do Largo da Feira, Nogueira do Cravo, Oliveira de Azeméis;Largo da Feira dos 27  ;3700 - 786 nogueira do cravo oaz;Nogueira do Cravo;40.882286;-8.457368;113912
Escola Básica do Marco, Vila Nova de Gaia;R. Ramada Alta  ;4400 - 263 vila nova de gaia;Vila Nova de Gaia;41.134556;-8.624053;1317983
Escola Básica do Marão, Várzea, Amarante;Várzea  ;4600 - 770 várzea amt;Amarante;41.268738;-8.00403;1301013
Escola Básica do Monte Aventino, Porto;R. Rodrigo Álvares - Campanhã  ;4350 - 277 porto;Porto;41.162003;-8.586666;1312581
Escola Básica do Mosteiro, Oliveira - Santa Maria, Vila Nova de Famalicão;Rua de Boticas  ;4765 - 338 santa maria oliveira;Oliveira Santa Maria;41.409657;-8.400687;312961
Escola Básica do Norte, Campos, Vila Nova de Cerveira;Rua do Colégio  ;4920 - 008 campos vnc;Campos;41.96592;-8.70681;1610001
Escola Básica do Olival, Vila Nova de Gaia;R. da Escola Preparatória  ;4415 - 731 olival vng;Olival;41.05145;-8.517876;1317245
Escola Básica do Padrão da Légua, Matosinhos;Travessa Frei Luis Álvaro de Távora 80 ;4465 - 682 leça do balio;Leça do Balio;41.189682;-8.629676;71029
Escola Básica do Parque, São João da Madeira;Rua Maestro Rui Ferrão  ;3700 - 282 parque;Parque;40.88949;-8.48801;116565
Escola Básica do Pinhão, Alijó;Urb da Quinta Amarela  ;5085 - 010 casal de loivos;Pinhao;41.191822;-7.5466785;1701063
Escola Básica do Serrado, Briteiros - Santa Leocádia, Guimarães;R. do Serrado  ;4805 - 454 santa leocádia briteiros;Briteiros Stª Leocádia;41.521046;-8.344612;308504
Escola Básica do Sol, Porto;R. Sol, nº 14  ;4050 - 527 porto;Porto;41.14285;-8.604266;1312396
Escola Básica do Souto, Penafiel;Santa Marta  ;4560 - 765 santa marta;Souto;41.217213;-8.258923;1311867
Escola Básica do Sudeste de Baião;Barreiro Santa Marinha Do Zezere  ;4640 - 462 santa marinha do zêzere;Barreiro;41.139633;-7.951302;1302882
Escola Básica do Taralhão, Gondomar;Lg. do Souto de Pereira  ;4420 - 334 gondomar;Taralhão;41.151127;-8.535761;1304203
Escola Básica do Torno, Lousada;Rua de Cesões  ;4620 - 762 torno;Torno;41.289463;-8.207597;1305002
Escola Básica do Vale de São Torcato, Guimarães;S. Torcato  ;4800 - 868 são torcato;S. Torcato;41.481915;-8.264085;308169
Escola Básica do Vale do Homem, Rendufe, Amares;Avenida do Monte  ;4720 - 000 amares;Rendufe;41.62898;-8.406736;301106
Escola Básica do Vale do Âncora, Vila Praia de Âncora, Caminha;R. Alexandre Herculano 121  ;4910 - 457 vila praia de âncora;Vila Praia Ancora;41.809704;-8.853995;1602522
Escola Básica do Viso, Porto;Rua das Cegonhas  ;4250 - 379 porto;Ramalde;41.178383;-8.638264;1312553
Escola Básica dos Carvalhos, Vila Nova de Gaia;R. Cruz de Carrais  ;4415 - 207 pedroso;Carvalhos;41.06786;-8.576194;1317074
Escola Básica dos Correios, Porto;R. dos Choupos  ;4100 - 160 porto;Porto;41.173077;-8.658519;1312383
Escola Básica dos Enxertos, Vizela;Rua da Porteladinha, nº 152  ;4815 - 440 vizela;Enxertos;41.36686;-8.309351;308746
Escola Básica dos Miosótis, Porto;R. dos Miosótis (Bairro Amial)  ;4250 - 286 porto;Porto;41.176384;-8.620753;1312989
Escola Básica e Secundária Abel Botelho, Tabuaço;Avenida Marechal Carmona  ;5120 - 385 tabuaço;Tabuaço;41.116673;-7.5702667;1819030
Escola Básica e Secundária Carolina Michaelis, Porto;R. Infanta D. Maria  ;4050 - 350 porto;Porto;41.15925;-8.622063;1312054
Escola Básica e Secundária Clara de Resende, Porto;R. 1º de Janeiro  ;4100 - 365 porto;Porto;41.162945;-8.643828;1312002
Escola Básica e Secundária Coelho e Castro, Fiães, Santa Maria da Feira;R. Coelho e Castro, 25     Apartado 75  ;4505 - 259 fiães vfr;Fiães;40.980305;-8.5231905;109632
Escola Básica e Secundária D. Afonso III, Vinhais;Rua da Corujeira, nº 22  ;5320 - 323 vinhais;Vinhais;41.838985;-7.0032477;412497
Escola Básica e Secundária D. Dinis, Santo Tirso;R. da Misericórdia  ;4780 - 501 santo tirso;Santo Tirso;41.34201;-8.483405;1314986
Escola Básica e Secundária D. Sancho II, Alijó;Avenida 25 de Abril  ;5070 - 011 alijó;Alijó;41.274544;-7.4773884;1701770
Escola Básica e Secundária Dr. Bento da Cruz, Montalegre;Avenida da Noruega  ;5470 - 267 montalegre;Montalegre;41.827755;-7.78192;1706742
Escola Básica e Secundária Dr. Ferreira da Silva, Cucujães, Oliveira de Azeméis;Rua Dr. Ferreira da Silva  ;3720 - 800 vila de cucujães;Couto de Cucujães;40.871548;-8.50938;113513
Escola Básica e Secundária Dr. José Leite de Vasconcelos, Tarouca;Avenida Dr. Francisco de Sá Carneiro  ;3610 - 134 tarouca;Tarouca;41.021442;-7.7749996;1820735
Escola Básica e Secundária Dr. Manuel Gomes Almeida, Espinho;Rua 35  ;4504 - 852 espinho;Espinho;41.00231;-8.635484;107743
Escola Básica e Secundária Dr. Manuel Laranjeira, Espinho;Apartado 197  ;4500 - 000 espinho;Anta-Espinho;41.00975;-8.630219;107083
Escola Básica e Secundária Dr. Ramiro Salgado, Torre de Moncorvo;Bairro de S. Paulo  ;5160 - 226 torre de moncorvo;Torre de Moncorvo;41.175583;-7.058626;409629
Escola Básica e Secundária Dr. Serafim Leite, São João da Madeira;R. Manuel Luís da Costa  ;3700 - 179 são joão da madeira;S. João da Madeira;40.891575;-8.496042;116413
Escola Básica e Secundária Dr. Vieira de Carvalho, Moreira da Maia, Maia;Avenida Prof. Dr.Marcelo Caetano  ;4470 - 596 maia;Moreira da Maia;41.24494;-8.661958;1306564
Escola Básica e Secundária Fernão de Magalhães, Chaves;Largo General Silveira  ;5400 - 516 chaves;Chaves;41.741364;-7.4700027;1703324
Escola Básica e Secundária Ferreira de Castro, Oliveira de Azeméis;Rua Dr. Silva Lima - Lações de Cima  ;3720 - 298 oliveira de azeméis;Oliveira de Azeméis;40.85751;-8.468882;113147
Escola Básica e Secundária Fontes Pereira de Melo, Porto;Rua O 1º de Janeiro  ;4100 - 366 porto;Porto;41.16444;-8.643337;1312511
Escola Básica e Secundária Gomes Teixeira, Armamar;Avenida Gomes Teixeira  ;5110 - 123 armamar;Armamar;41.10648;-7.688831;1801278
Escola Básica e Secundária Miguel Torga, Bragança;Rua Miguel Torga  ;5300 - 037 bragança;Braganca;41.806416;-6.7483177;402347
Escola Básica e Secundária Miguel Torga, Sabrosa;Rua das Eiras  ;5060 - 320 sabrosa;Sabrosa;41.26649;-7.577696;1710636
Escola Básica e Secundária Oliveira Júnior, São João da Madeira;Avenida Adelino Amaro da Costa  ;3700 - 023 são joão da madeira;S. João da Madeira;40.892723;-8.486116;116374
Escola Básica e Secundária Pintor José de Brito, Santa Marta de Portuzelo, Viana do Castelo;R. José de Brito -Santa Marta de  Portuzelo  ;4925 - 062 viana do castelo;Santa Marta de Portuzelo;41.70788;-8.769141;1609118
Escola Básica e Secundária Professor António da Natividade, Mesão Frio;Lg. da Independência  ;5040 - 352 mesão frio;Mesão Frio;41.154312;-7.8945985;1704848
Escola Básica e Secundária Rodrigues de Freitas, Porto;Pç. Pedro Nunes  ;4050 - 466 porto;Porto;41.155514;-8.623117;1312958
Escola Básica e Secundária Santos Simões, Guimarães;Rua Dr. Santos Simões  ;4810 - 767 guimarães;Mesão Frio;41.452858;-8.286342;308553
Escola Básica e Secundária Sidónio Pais, Vilarelho, Caminha;Praça Carolina Santiago  ;4910 - 603 vilarelho;Vilarelho;41.8716;-8.835768;1602097
Escola Básica e Secundária Tenente Coronel Adão Carrapatoso, Vila Nova de Foz Côa;Avª Cidade Nova, nº 4  ;5150 - 566 vila nova de foz côa;Vila Nova de Foz Côa;41.08152;-7.1447654;914907
Escola Básica e Secundária Vale D Este, Viatodos, Barcelos;Rua das Fontainhas, 175  ;4775 - 263 viatodos;Viatodos;41.45591;-8.56236;302247
Escola Básica e Secundária Vieira de Araújo, Vieira do Minho;Rua Drª Maria Júlia Alves Martins  ;4850 - 549 vieira do minho;Vieira do Minho;41.633686;-8.133284;311345
Escola Básica e Secundária da Sé, Lamego;Qt. da Cerca  ;5100 - 104 lamego;Lamego;41.092163;-7.805755;1805257
Escola Básica e Secundária de Airães, Felgueiras;Paraíso -Airães  ;4650 - 078 airães;Airães;41.31563;-8.197068;1303819
Escola Básica e Secundária de Alfândega da Fé;R. da Escola Preparatória  ;5350 - 023 alfândega da fé;Alfândega da Fé;41.343845;-6.9626374;401878
Escola Básica e Secundária de Arcozelo, Ponte de Lima;Vilar - Arcozelo  ;4990 - 262 ponte de lima;Arcozelo;41.788948;-8.58304;1607085
Escola Básica e Secundária de Arga e Lima, Lanheses, Viana do Castelo;Alameda 25 de Abril  ;4925 - 404 lanheses;Lanheses;41.736557;-8.677565;1609141
Escola Básica e Secundária de Barroselas, Viana do Castelo;Rua do Couto  ;4905 - 390 barroselas;Barroselas;41.64792;-8.693255;1609922
Escola Básica e Secundária de Búzio, Vale de Cambra;BUZIO  ;3730 - 000 vale de cambra;Vale de Cambra;40.848408;-8.386979;119684
Escola Básica e Secundária de Cabeceiras de Basto;Campo do Seco-Refojos  ;4860 - 353 cabeceiras de basto;Cabeceiras de Basto;41.514652;-7.9875665;304240
Escola Básica e Secundária de Campo, Valongo;Tv. do Padre Américo  ;4440 - 201 campo vlg;Campo;41.18087;-8.474486;1315577
Escola Básica e Secundária de Canelas, Vila Nova de Gaia;R. Prof. César Morais  ;4410 - 247 canelas vng;Canelas;41.078373;-8.603212;1317562
Escola Básica e Secundária de Carrazeda de Ansiães;Av.  Eng.º Camilo de Mendonça  ;5140 - 073 carrazeda de ansiães;Carrazeda de Ansiães;41.246162;-7.305115;403561
Escola Básica e Secundária de Castelo de Paiva;Rua Nova  ;4550 - 213 castelo de paiva;Castelo de Paiva;41.04035;-8.258843;106146
Escola Básica e Secundária de Celorico de Basto;Rua Dr. Baltazar Rebelo de Sousa  ;4890 - 377 gémeos cbt;Celorico de Basto;41.391285;-8.001391;305958
Escola Básica e Secundária de Coronado e Castro, São Romão do Coronado, Trofa;Rua da Costa  ;4745 - 517 são romão coronado;S. Romão do Coronado;41.276455;-8.55833;1314556
Escola Básica e Secundária de Ermesinde, Valongo;Praceta D. António Ferreira Gomes  ;4445 - 398 ermesinde;Ermesinde;41.215824;-8.548727;1315042
Escola Básica e Secundária de Escariz, Arouca;Escariz - Arouca  ;4540 - 320 escariz;Escariz;40.944485;-8.404772;104118
Escola Básica e Secundária de Fajões, Oliveira de Azeméis;Rua Profº  Veiga Simão  ;3700 - 355 fajões;Fajões;40.918243;-8.430811;113401
Escola Básica e Secundária de Felgueiras;Rua de Pombeiro de Ribavizela  ;4610 - 642 pombeiro de ribavizela;Pombeiro de Ribavizela;41.37695;-8.21081;84783
Escola Básica e Secundária de Idães, Felgueiras;Lugar do Cruzeiro-Idães  ;4650 - 165 idães;Barrosas;41.3283;-8.260768;1303635
Escola Básica e Secundária de Lordelo, Paredes;Rua Estrada Nacional 209, 3638  ;4580 - 439 lordelo prd;Lordelo;41.236473;-8.415594;1310046
Escola Básica e Secundária de Lousada Norte;Lugar do Relógio - Lustosa  ;4620 - 264 lustosa;Lousada;41.337696;-8.30921;1305904
Escola Básica e Secundária de Lousada Oeste;Jusa  ;4620 - 428 nevogilde lsd;Nevogilde;41.260883;-8.318152;1305928
Escola Básica e Secundária de Macedo de Cavaleiros;Rua Engenheiro Moura Pegado  ;5340 - 245 macedo de cavaleiros;Macedo de Cavaleiros;41.539448;-6.96854;405195
Escola Básica e Secundária de Melgaço;Av Capitão Salgueiro Maia, 385  ;4960 - 570 melgaço;Melgaço;42.107643;-8.260193;1603190
Escola Básica e Secundária de Miranda do Douro;R. Coronel Eduardo Beça  ;5210 - 192 miranda do douro;Miranda do Douro;41.502167;-6.280714;406691
Escola Básica e Secundária de Moimenta da Beira;Rua Dr. João Lima Gomes  ;3620 - 360 moimenta da beira;Moimenta da Beira;40.984802;-7.61536;1807935
Escola Básica e Secundária de Mondim de Basto;Rua da Fontela  ;4880 - 231 mondim de basto;Mondim de Basto;41.408333;-7.956111;1705801
Escola Básica e Secundária de Monte da Ola, Viana do Castelo;Vila Nova de Anha  ;4935 - 370 vila nova de anha;Monte da Ola;41.66874;-8.78293;1609085
Escola Básica e Secundária de Muralhas do Minho, Valença;Av. da Juventude  ;4930 - 599 valença;Valença;42.03003;-8.638863;1608480
Escola Básica e Secundária de Murça;Rua Frei Dom Diogo de Murça  ;5090 - 135 murça;Murça;41.40482;-7.452786;1707142
Escola Básica e Secundária de Nogueira, Lousada;Rua do Jogo da Bola  ;4620 - 460 nogueira lsd;Nogueira;41.28017;-8.26157;346937
Escola Básica e Secundária de Padrão da Légua, Matosinhos;R. dos Fogueteiros - Apartado 6019  ;4450 - 000 matosinhos;Padrão da Legua;41.191013;-8.634649;1308261
Escola Básica e Secundária de Paredes de Coura;Volta da Quinta  ;4940 - 574 paredes de coura;Paredes de Coura;41.91459;-8.553109;1605387
Escola Básica e Secundária de Pinheiro, Penafiel;Pinheiral-Pinheiro  ;4575 - 369 pinheiro pnf;Pinheiro;41.12186;-8.297391;1311212
Escola Básica e Secundária de Ponte da Barca;Mira Lima, Apartado 57  ;4980 - 609 ponte da barca;Ponte da Barca;41.801727;-8.412978;1606298
Escola Básica e Secundária de Rebordosa, Paredes;Largo da livração nº 65 - apartado 157  ;4585 - 856 rebordosa;Rebordosa;41.22345;-8.412945;1310758
Escola Básica e Secundária de Ribeira de Pena;R. 25 de Abril  ;4870 - 155 ribeira de pena;Ribeira de Pena;41.520885;-7.7930403;1709092
Escola Básica e Secundária de Rio Caldo, Terras de Bouro;Rua 2, nº 15  ;4845 - 024 rio caldo;Rio Caldo;41.675335;-8.186528;310057
Escola Básica e Secundária de Rio Tinto, Gondomar;Tv. da Cavada Nova  ;4435 - 162 rio tinto;Rio Tinto;41.176304;-8.550199;1304553
Escola Básica e Secundária de Santa Maria da Feira;Rua António Sérgio, 15  ;4520 - 183 santa maria da feira;Stª Mª da Feira;40.92303;-8.557076;109630
Escola Básica e Secundária de São João da Pesqueira;Rua do Pombal  ;5130 - 355 são joão da pesqueira;São João da Pesqueira;41.151466;-7.4099355;1815360
Escola Básica e Secundária de Terras de Bouro;Avenida Doutor Artur Adriano Arantes  ;4840 - 100 terras de bouro;Covas;41.717995;-8.306689;310736
Escola Básica e Secundária de Valdevez, Arcos de Valdevez;R. Dr. Joaquim Carlos da Cunha Cerqueira  ;4970 - 000 arcos de valdevez;Arcos de Valdevez;41.849533;-8.422118;1601521
Escola Básica e Secundária de Vale do Tamel, Lijó, Barcelos;Rua 25 de Abril, 350  ;4750 - 531 lijó;Lijó - Barcelos;41.562042;-8.607846;302624
Escola Básica e Secundária de Vila Cova, Barcelos;Lugar de Outeiro  ;4750 - 795 vila cova bcl;Vila Cova;41.549477;-8.70831;302471
Escola Básica e Secundária de Vila Flor;Estrada Nacional  ;5360 - 000 vila flor;Vila Flor;41.304523;-7.15238;410378
Escola Básica e Secundária de Vila Nova de Cerveira;R. das Cortes  ;4920 - 237 vila nova de cerveira;Vila Nova de Cerveira;41.93796;-8.742006;1610981
Escola Básica e Secundária de Vila Pouca de Aguiar - Sul;Avenida Doutor Carlos Alberto de Sousa  ;5450 - 003 vila pouca de aguiar;Vila Pouca de Aguiar;41.494854;-7.6465683;1713703
Escola Básica e Secundária de Vilela, Paredes;Av. José Ferreira da Cruz, n.º 263  ;4580 - 651 vilela prd;Vilela;41.237007;-8.396746;1310955
Escola Básica e Secundária de Águas Santas, Maia;Rua Nova do Corim  ;4425 - 151 maia;Águas Santas;41.204124;-8.574067;1306934
Escola Básica e Secundária de Ínfias, Vizela;Rua da Liberdade, n.º 60  ;4815 - 384 ínfias viz;Infias;41.389114;-8.3133135;314182
Escola Básica e Secundária do Baixo Barroso, Venda Nova, Montalegre;R. Seara Velha, 2  ;5470 - 504 venda nova;Venda Nova;41.675377;-7.953786;1706541
Escola Básica e Secundária do Cerco, Porto;R. do Pinheiro Grande  ;4300 - 423 porto;Campanhã - Porto;41.162983;-8.569637;1312346
Escola Básica e Secundária do Levante da Maia, Nogueira da Maia, Maia;Rua Eusébio S Ferreira  ;4475 - 470 maia;Nogueira da Maia;41.229362;-8.594307;1306933
Escola Básica e Secundária do Mogadouro;Rua Luís de Camões, 5  ;5200 - 279 mogadouro;Mogadouro;41.34018;-6.7147107;408677
Escola Básica e Secundária do Vale de Ovil, Baião;R. Engenheiro Adelino Amaro da Costa  ;4640 - 141 baião;Campelo;41.163296;-8.031864;1302721
Escola Básica e Secundária À Beira Douro, Gondomar;Rua dos Crastos  ;4515 - 383 medas;Medas;41.072468;-8.454407;1304679
Escola Básica n.º 1 da Maia;Rua da Estação  ;4474 - 006 maia;Maia;41.233067;-8.629973;1306003
Escola Básica n.º 1 da Mota, Celorico de Basto;Lugar da Mota, Borba da Montanha  ;4890 - 314 fervença;Fervença;41.37183;-8.096897;83159
Escola Básica n.º 1 da Quinta de São Gens, Senhora da Hora, Matosinhos;Rua Sehora da Penha, Senhora da Hora  ;4460 - 424 senhora da hora;Senhora da Hora;41.186653;-8.644406;73188
Escola Básica n.º 1 de Abelheira, Viana do Castelo;Rua José Augusto Vieira - Abelheira  ;4900 - 348 viana do castelo;Viana do Castelo;41.704865;-8.827001;1609797
Escola Básica n.º 1 de Airães, Felgueiras;Airães  ;4650 - 078 airães;Airães;41.316444;-8.196112;1303002
Escola Básica n.º 1 de Anta, Espinho;R. 25 de Abril  ;4500 - 098 espinho;ANTA;41.005135;-8.6285715;107782
Escola Básica n.º 1 de Areosa, Oliveira de Azeméis;Rua do Pinheiro, nº 407  ;3720 - 461 pinheiro da bemposta;Areosa;40.791553;-8.479772;113966
Escola Básica n.º 1 de Arouca;Praça Dr. Francisco Sá Carneiro, n.º 7  ;4540 - 103 arouca;Arouca;40.93086;-8.249804;104958
Escola Básica n.º 1 de Campelo, Sobrado, Valongo;Largo do Passal, 100  ;4440 - 301 sobrado;Sobrado;41.2091;-8.461681;52628
Escola Básica n.º 1 de Campolinho, Valadares, Vila Nova de Gaia;Lg. da Igreja  ;4405 - 564 vila nova de gaia;Valadares;41.092033;-8.63179;1317560
Escola Básica n.º 1 de Caria, Moimenta da Beira;Caria  ;3620 - 100 caria mbr;Caria;40.930584;-7.600756;1807378
Escola Básica n.º 1 de Castelo de Paiva;R. Emidio Navarro, 62  ;4550 - 126 castelo de paiva;Castelo de Paiva;41.040382;-8.27381;106783
Escola Básica n.º 1 de Cerro, Guidões, Trofa;R. Joaquim Franco Ferreira Lopes  ;4745 - 224 guidões;Guidões;41.32028;-8.6230345;1314063
Escola Básica n.º 1 de Cerva, Ribeira de Pena;Rua Padre António André  ;4870 - 042 cerva;Lugar do Barreiro;41.473537;-7.849281;1709845
Escola Básica n.º 1 de Cesar, Picoto, Oliveira de Azeméis;Rua Dr. Francisco Portal e Silva  ;3700 - 638 cesar;Picoto;40.91742;-8.435519;113563
Escola Básica n.º 1 de Chaves;Avenida Tenente Valadim  ;5400 - 558 chaves;Chaves;41.74128;-7.476032;1703306
Escola Básica n.º 1 de Cruzeiro, Alvão, Oliveira de Azeméis;Rua de Santo André  ;3720 - 082 macinhata da seixa;Macinhata da Seixa;40.821743;-8.471723;113515
Escola Básica n.º 1 de Cruzeiro, Lousada;Cruzeiro  ;4620 - 100 cernadelo;Cernadelo;41.29573;-8.234065;1305339
Escola Básica n.º 1 de Eiriz, Ancede, Baião;Rua do Bolhão  ;4640 - 014 ancede;Ancede;41.12392;-8.05133;296922
Escola Básica n.º 1 de Eirô, Penafiel;Duas Igrejas - Eirô  ;4560 - 071 duas igrejas pnf;Penafiel;41.184204;-8.273198;1311286
Escola Básica n.º 1 de Fajões, Areal, Oliveira de Azeméis;Rua Prof. José Manuel Henriques Pais Neves  ;3700 - 662 fajões;Areal;40.917007;-8.42113;113044
Escola Básica n.º 1 de Faria de Baixo, Oliveira de Azeméis;Rua Professor Abel Godinho  ;3720 - 650 são roque;Faria de Baixo;40.868423;-8.492435;113095
Escola Básica n.º 1 de Feira, Baltar, Paredes;Largo Comendador Pereira Inácio, 314  ;4585 - 026 baltar;Baltar;41.193066;-8.387809;1310916
Escola Básica n.º 1 de Felgueiras;R. dos Bombeiros Voluntários  ;4610 - 165 felgueiras;Margaride (Moutelas);41.36949;-8.198401;1303242
Escola Básica n.º 1 de Frazão, Paços de Ferreira;Rua de Vila Formosa  ;4595 - 190 frazão;Frazão;41.265526;-8.414979;1309007
Escola Básica n.º 1 de Gandarela, Celorico de Basto;Rua Nossa Senhora da Oliveira  Vila de Gandarela de Basto;4890 - 542 basto (são clemente);Basto;41.458847;-8.030298;34036
